	id	text	misogynous	aggressiveness	clean
826	827	@Armadillina Sei Lattitante? Modo garbato per dire tettona? ????	1	0	lattitante modo tettona
827	828	@moglieitaliana Ti sborro anche io così ne ho tanta e bella bianca e densa	1	1	ti io ne
828	829	@SelenGhiro Ti scoperei io così troia	1	1	ti io troia
829	830	Brutta strega culona, se ti trovo per la strada ti piglio a schiaffoni io...  #chilhavisto	1	1	strega culona ti la strada ti piglio schiaffoni io chilhavisto
830	831	@cpperfecta Che gran pompinara che sei Sei uno spettacolo	1	1	che che gran pompinara che uno spettacolo
831	832	@puccipuccibaucp @rogycp6975 @redandlady @gyrocp7569 @fabioechiara @cinalex69 @Padova69Pd @CPMONELLI @Giusepp53909857 @tutto_per_lei @HelloItaly80 @Bacco_th @supervegeta34 @PatPat36100 @curvyandbadboy @LeoneTigrotta @coppia_vr @Vertigo_xxx @cpsifa2_0 @lui	1	0	@puccipuccibaucp @redandlady @cinalex69 @padova69pd @cpmonelli @giusepp53909857 @bacco_th @supervegeta34 @coppia_vr @cpsifa2_0 @lui
832	833	io veramente ti stupro https://t.co/ume4GlIn5q	1	1	io ti stupro
833	834	@IO77717080 che troia che sei ti posso scopare?	1	0	@io77717080 che troia che ti
834	835	@ibbatta Ma perché no? Vogliono che le persone con cui si rapportano su tw li trovino anche su ig ma non vogliono essere seguiti dalle puttanone che promettono sesso, da pagine inutili o dai filippini fake ??‍♀️	1	1	vogliono le persone cui si tw li ig puttanone che sesso pagine filippini fake ♀
835	836	@AmandaCobello Ti sborro nel culone mamma mia che bello???	1	1	ti culone mamma che
836	837	Wyatt dovrebbe davvero andare s limonare Charlotte, almeno Katy la smetterebbe di fare la figa di legno. #TwittamiBeautiful	1	1	wyatt charlotte katy la la figa legno # twittamibeautiful
837	838	@semprepositivo3 @MrHeisenberg78 @Beppe73774279 @Francesco00099 @giorgioz70 @diavolisempre Sì più tutto il resto. Solo di progetto, arredamenti, personale et. etc. non so come sia finita. In più, ci sono delle manovre con le due controllate che non sono v	1	0	@semprepositivo3 @giorgioz70 il resto progetto arredamenti personale ci delle manovre le due controllate che
838	839	Boni, che a #delittidifamiglia se parla de un puttanone	1	1	boni che # delittidifamiglia un puttanone
839	840	@Sergio94466782 una bella culona tutta da trombare	1	1	una bella culona
840	841	@QueenKira15XXX sei una gran troia.......ti scoperei di brutto amore.....mmmmm	1	1	una gran troia ti amore
841	842	@Lion18290125 Bella bellissima puttanona mmmmmmmmmmmmmmmmmmmm	1	1	@lion18290125 puttanona mmmmmmmmmmmmmmmmmmmm
842	843	@CarlottaFerlito Figa di legno ahahahaha	1	1	figa legno
843	844	@sempregeneroso @MuredduGiovanni Puttanona schifosa	1	1	puttanona
844	845	elizabeth gillies mi sembra una puttanona ********** buongiorno	1	1	elizabeth gillies mi una puttanona
845	846	@LequeLyy Gli ho chiesto di uscire le foto di quella puttanona della Menchi ma non mi ha risposto quel coglione finto GuePequeno del cazzo	1	1	gli le foto quella puttanona menchi mi quel coglione guepequeno cazzo
846	847	"@padrezampa @giumasci Io direi che bisogna prevenire"" , fare in modo che tutte quelle circostanze in cui una donna pensa all'aborto non ci siano. Rendere una donna schiava del proprio corpo, ignorarne le volontà( vi ricordo che le donne non sono uncubatri"	1	1	@padrezampa @giumasci io modo quelle circostanze cui una donna aborto ci una donna corpo le volontà vi le donne
847	848	@albertzabb Esatto... Però dietro un puttanino c'è sempre un puttanone.	1	1	un puttanino c' un puttanone
848	849	@Max87748700 Ammazza che bella tettona mmmmmm	1	1	ammazza che tettona mmmmmm
849	850	@GDenuncio @rcavalieri223 @serracchiani Questa e’ in continuo periodo mestruale !	1	1	@gdenuncio @rcavalieri223 questa periodo
850	851	@sherlock5stelle Lurida troia  vaffanculo	1	1	lurida troia vaffanculo
851	852	@poopea_pons mmmmm bella fica  ti sborro sopra!!!!!  bella	1	1	fica ti
852	853	@SimonettaZanni @marina_negri @VR46merygoletto SALUTAMI TANTO QUELLA CULONA DEFORME DI MARINA CHE MI HA BLOCCATO MOLTO MALEDUCATAMENTE GRAZIE VECCHIAZZA	1	1	@vr46merygoletto salutami @simonettazanni @marina_negri @vr46merygoletto salutami tanto quella culona deforme marina che mi bloccato molto maleducatamente grazie vecchiazza
853	854	@f4t_ale Ma ci sta un sacco!!! Però dovrei trovarne una abbastanza tettona credo haha cioè con la mia non-ragazza non ha il minimo senso	1	0	ci un sacco una abbastanza tettona haha ragazza il minimo senso
854	855	@LongJhon09 @SirSpakka Allora sei una tettona Olly ??	1	0	una tettona olly
855	856	@f_uccheddu @LongJhon09 Tettona è dalla 3 coppa C in su....please!!!	1	0	@longjhon09 tettona coppa c please
856	857	amica tettona! https://t.co/JVyP7ayHm1	1	1	amica tettona
857	858	pensa queste con l'amante tettona in mio onore iihhiih	1	0	queste l'amante tettona onore iihhiih
858	859	@Master__Kitten io una TETTONA come te  la Sogno anche la notte!!!!!  la chiaverei all infinito	1	1	io una tettona te la sogno la notte la chiaverei infinito
859	860	@Saverio2119 Ecco, questa immagine rappresenta due ragazze/donne completamente opposte: una ragazza semplice e un puttanone	1	1	questa immagine ragazze donne una ragazza un puttanone
860	861	Tutta da vedere e fottere questa tettona, schizzargli sulle tette a questa porca. https://t.co/6jFUbeALim	1	1	questa tettona tette questa porca https://t.co/6jfubealim
861	862	@asianuccereal @Siluratrice Ma statti zitta troia	1	1	@asianuccereal @siluratrice statti troia
862	863	Tutti a picchiare la chiattona culona.#chilhavisto	1	1	tutti la chiattona culona.#chilhavisto
863	864	D A J E P O R C O  D I O!DAmato tua madre è una lurida puttana	1	1	d a j p o r c d o!damato madre una lurida puttana
864	865	Questa serva sì, che è una “culona inchiavabile”Repressa e depressaInutile e dannosa #chilhavisto	1	1	questa che una “culona # chilhavisto
865	866	@SexJay87 Ho deciso che ti stupro. Ciao	1	1	@sexjay87 ti
866	867	? maialenapoletano: sei sincronizzata al millesimo di secondo, che puttana che sei https://t.co/lidLplfoG3	1	1	millesimo che che https://t.co/lidlplfog3
867	868	Raccolta fondi per pagare un puttanone a Dybala. #jvtblive	1	0	raccolta fondi un puttanone dybala # #jvtblive
868	869	@Lion18290125 Sei una cagna in calore	1	1	una cagna calore
869	870	sei bellissima e tettona comunque non ti biasimo https://t.co/iuEpfGVVbE	1	0	tettona ti https://t.co/iuepfgvvbe
870	871	@coppiahrd2 Siiiiiiii che gran pezzo di figa	1	1	@coppiahrd2 @coppiahrd2 siiiiiiii che pezzo figa
871	872	@Dankan2017 @mariangela681 Zoccola pompinara	1	1	@mariangela681 zoccola pompinara
872	873	@clubdelletroie Buonsnotte, bella tettona!!!!??	1	1	buonsnotte tettona
873	874	WUA E PAPA PARLA A MAMMA - TALE E QUALE AL PUTTANONE, A TUA MAMMA, UNA CHE FA 51 ABORTI CHE COSA E , GENTE RIMANE SCIOCCATA.!!!!!! WUA CHE FRASE) ?????	1	1	wua papa parla a mamma tale quale quale al puttanone tua mamma una che fa aborti che cosa gente rimane scioccata wua che frase
874	875	WUA E PAPA HA DETTO - MA CHE PUO USCIRE DA UN PUTTANONE E UN ALCOLIZZATO????? E USCITA STA ZOCCOLA DI TUA MADRE!!!!! E PURE A ME DICE STE COSE)	1	1	wua papa ha detto ma che puo uscire da un puttanone un alcolizzato uscita sta zoccola tua madre pure me dice ste cose
875	876	WUA E POI PAPA HA DETTO - PUTTANONE HA FATTO 51 ABORTI, TIENE FIGA COSI GRANDE, PIAZZA GARIBALDI TIENE IN MEZZO ALLE GAMBE, UNA CHE FA 51 ABORTI CHE COSA E????? SI CAPISCE CHE COSA E.!!!!!! ( WUA CHE RIDERE)	1	1	wua poi papa ha detto puttanone fatto aborti tiene figa grande piazza garibaldi tiene gambe una che fa aborti che cosa si capisce cosa e. wua che ridere
876	877	@kenyaEin Pero' io i Berlusca me lo giocherei ancora ehhh .....ora che non c'e' piu' quel Muso Brutto di Sarko e nemmeno l' Abbronzato Obama, oggi tra una Merkel Culona e un Macron della sua stessa stazza ( fisica ) e' un Pierrot  ci starebbe come il caci	1	1	@kenyaein @kenyaein pero io i berlusca me lo ehhh c' quel muso sarko l abbronzato obama una merkel culona un macron stazza fisica un pierrot ci il caci
877	878	@LinaFerris a prepararti il tuo bel culone a essere sfondata??! ??	1	1	@linaferris il tuo bel culone
878	879	@Giuliettaxxx84 Fatti inculare troia https://t.co/w3pKNIIDu6	1	1	fatti troia https://t.co/w3pkniidu6
879	880	"MADONNA SÌ QUEL PESCIOLINO WKXJNXSKOSKW Che poi hahahahaha rido tantissimo perché tutte che li chiamano con nomi carini, io e te baldracca"", ""puttanone"", ""zoccolona"" ??? https://t.co/MFYESQU9Z6"""	1	0	madonna sì quel pesciolino wkxjnxskoskw che hahahahaha tutte che li nomi io te puttanone zoccolona https://t.co/mfyesqu9z6
880	881	@Giuliettaxxx84 Sto pensando che ormai sei una sfatta culona, inscopabile piena di smagliature, quel culo sembra una una forma di emmental, fai schifo sborratoio nonché pisciatoio pubblico	1	1	@giuliettaxxx84 una sfatta culona smagliature quel culo una una forma emmental pisciatoio
881	882	WUA E PAPA HA DETTO A MIA MADRE- COLPEVOLE PUTTANONE DI TUA MADRE, POSSIBILE LASCIARE CON PUTTANONE E ALCOLIZZATO, LOGICO CHE COPIAVA MERDA DEI TUOI GENITORI, PAPA ALCOLIZZATO!!!!!! ( WUA DEDUSHKA ERA ALCOLIZZATO, E IO ORA SONO UGUALE A LUI)	1	1	wua papa detto mia madre- colpevole puttanone tua madre possibile lasciare puttanone alcolizzato logico copiava merda dei tuoi genitori papa alcolizzato wua dedushka era alcolizzato ora uguale a lui
882	883	WUA E PAPA A ME HA DETTO- NON HAI VERGOGNA, BEVI SEMPRE, E COLPA DEI GENITORI DI TUA MADRE, CHE EDUCAZIONE POTEVANO DARTI, PUTTANONE 51 ABORTI E MARITO ALCOLIZZATO, CHI PIGLIAVA A QUEL CESSO DI TUA BABUSHKA, SOLO UN ALCOLIZZATO COME QUELLO LA!!!!!!!! (WUA CHE FRASE)	1	1	wua papa me ha detto- non hai vergogna bevi sempre colpa dei genitori tua madre educazione potevano darti puttanone aborti marito alcolizzato chi pigliava cesso tua babushka un alcolizzato quello la wua che frase
883	884	WUA E POI PAPA HA DETTO PURE STA FRASE E LO URLA SEMPRE A MIA MADRE- IO ODIO QUEL PUTTANONE DI TUA MADRE, PUTTANONE GRANDE GRANDE 51 ABORTI, DOVE ESISTE UNA CHE FA 51 ABORTI, DEVE VENIRE AL PROGRAMMA DI RECORD TUA MADRE!!!!!!! ( WUA CHE FRASE)	1	1	wua poi papa detto pure sta frase lo urla sempre mia mia madre- io odio quel quel puttanone tua madre puttanone grande grande aborti dove esiste una che fa aborti venire al programma record tua madre wua che frase
884	885	WUA E PAPA HA DETTO A MIA MADRE- PUTTANONE SENZA ISTRUZIONE CHE NON HA STUDIATO E ALCOLIZZATO NON DOVEVANO FARE FIGLI, CHE POTEVANO DARE AI PROPRI FIGLI, CHE FAMIGLIA POTEVA USCIRE, PUTTANE E ALCOLIZZATI!!!!!!!! ( WUA CHE FRASE)	1	1	wua papa detto mia madre- puttanone istruzione che non studiato alcolizzato dovevano fare figli che potevano dare ai propri figli che famiglia poteva uscire puttane alcolizzati wua che frase
885	886	WUA E PAPA HA DETTO COSE DI ME- GIA BEVEVA PRIMA, GRAZIE AL PUTTANONE E ALCOLIZZATO, ZIE ALCOLIZZATE OGNI GIORNO BANCHETTO, BEVEVA GIA VODKA VICINO ALLA FINESTRA A 9 ANNI!!!!!!! ( WUA CHE FRASE DI ME PAPA HA DETTO)	1	1	wua papa detto cose me- gia beveva prima grazie al puttanone alcolizzato zie alcolizzate giorno banchetto beveva gia vodka vicino alla finestra a anni wua che frase me papa ha detto
886	887	WUA PAPA HA DETTO A MAMMA COSE DI ME- BEVEVA A CASA DI BABUSHKA VODKA DI DEDUSHKA VICINO ALLA FINESTRA APERTA, SE CADEVA GIU, CHE FACEVO, COLPA DEL PUTTANONE E ALCOLIZZATO, FAMIGLIA DI MERDA!!!!!!! (WUA CHE FRASE)	1	1	wua papa detto mamma cose me- beveva casa babushka vodka dedushka vicino finestra aperta se cadeva giu che facevo colpa del puttanone alcolizzato famiglia merda wua che frase
887	888	WUA E POI PAPA HA DETTO A MIA MADRE- UN GIORNO VICINO AL PUTTANONE DI TUA MADRE NON E POSSIBILE, QUASI 5 MESI A CASA MIA, MI HA STRESSATO QUEL PUTTANONE CHE FA SCHIFO SOLO A GUARDARLA!!!!!! ( WUA CHE FRASE)	1	1	wua poi papa detto mia giorno vicino al al puttanone tua madre possibile quasi mesi casa mia mi stressato quel puttanone che fa schifo solo guardarla wua che frase
888	889	WUA PAPA HA DETTO PURE A MIA MADRE- PERCHE ALTRE DUE FIGLIE NON LA VOGLIONO AL PUTTANONE, UN GIORNO E LA MANDANO A CASA, 5 MESI A CASA MIA QUEL CESSO CHE FA SCHIFO!!!!!! ( WUA CHE FRASE)	1	1	wua papa detto pure mia perche altre due figlie non la al al puttanone giorno la mandano casa mesi casa mia quel cesso che fa schifo wua che frase
889	890	WUA E POI PAPA HA DETTO A MIA MADRE- CHE POTEVA USCIRE DAL PUTTANONE E ALCOLIZZATO????? 3 MALATE SONO USCITE, 3 PUTTANE MALATE!!!!!! (WUA CHE FRASE)	1	1	wua poi papa detto mia madre- che poteva uscire dal puttanone alcolizzato malate uscite puttane malate wua che frase
890	891	WUA CHE RIDERE POI QUANDO PAPA HA DETTO A MIA MADRE- POEMA, POEMA AL PUTTANONE CHE RIDERE, FA POEMA ALLE SORELLINE, CHE LA PIGLIANO IN GIRO, CHE LA REPUTANO UNA DEFICIENTE!!!!!!! (WUA CHE FRASE)	1	0	wua che ridere poi quando papa detto mia madre- poema poema al puttanone che ridere fa poema sorelline che la pigliano giro la reputano una deficiente wua che frase
891	892	WUA E POI PAPA HA DETTO A MIA MADRE- DUE FIGLIE CHE STANNO VICINO IN QUELLA TERRA DI MERDA NON LA VOGLIONO UN GIORNO E ARRIVIDERCI, E STA MERDA 5 MESI A CASA MIA A QUEL PUTTANONE, MI HA STRESSATO QUEL CESSO CHE FA SCHIFO SOLO A GUARDARLA!!!!!! ( WUA CHE FRASE DI PAPA)	1	1	wua poi papa detto mia madre- due figlie che stanno vicino terra merda non la un giorno arrividerci sta merda mesi casa mia quel quel puttanone mi stressato quel cesso che fa schifo solo guardarla wua che frase papa
892	893	WUA E MAMMA POI HA DETTO PER SCHERZO- A ODESSA ANCORA VIENE MIA MADRE, NON TI PREOCCUPARE!!!!! E PAPA HA DETTO- NON TI PERMETTERE, NEMMENO UN GIORNO A CASA MIA QUEL PUTTANONE, NEMMENO IN FOTO VOGLIO VEDERE A QUEL GRANDE CESSO CHE FA SCHIFO SOLO A VEDERE!!!!!!! (WUA CHE FRASE)	1	0	wua mamma poi detto per scherzo- odessa ancora viene madre non ti preoccupare papa detto- non ti permettere nemmeno un giorno casa mia quel puttanone nemmeno in foto vedere grande quel grande cesso che fa schifo solo a vedere wua che frase
893	894	WUA E POI PAPA HA DETTO A MIA MADRE- PUTTANONE 51 ABORTI, DEVE STARE AL PROGRAMMA DI RECORD, GENTE RIMANE SCIOCCATA!!!!!! ( WUA CHE FRASE)	1	1	wua poi papa detto mia madre- puttanone aborti stare al programma record gente rimane scioccata wua che frase
894	895	WUA E POI PAPA GIA DOPO HA DETTO- PUTTANONE 53 ABORTI!!!!!!!! 53 HA FATTO, NO 51!!!!!!! ( WUA CHE FRASE)	1	1	wua poi papa gia dopo detto- puttanone aborti fatto no wua che frase
895	896	WUA E POI PAPA HA DETTO A MIA MADRE- HA AMMAZZATO UN SACCO DI BAMBINI QUEL PUTTANONE, VA IN INFERNO!!!!!!! ( WUA CHE FRASE)	1	1	wua poi papa detto mia madre- ammazzato un sacco bambini quel puttanone va in inferno wua che frase
896	897	WUA MIA MADRE DICEVA IN RUSSO NEL MURO ALLA SIGNORA VICINA, DEVI MORIRE GRANDE PUTTANONA, IN RUSSO PERO CHE RIDERE.!!!!!!!	1	1	wua mia diceva russo muro signora vicina morire grande puttanona pero ridere
897	898	WUA E POI MIA MADRE HA PURE DETTO A PAPA- E RAGAZZINA TOLK, SI METTEVA CON UN VECCHIO COME TE E CHE FA, PER SOLDI!!!!!! E PAPA HA RISPOSTO- NON E COLPA TUA, E COLPA DEL PUTTANONE CHE ESCE DA PUTTANA E ALCOLIZZATO!!!!!!!! ( WUA CHE FRASE)	1	1	wua poi mia madre pure detto a papa- ragazzina tolk si metteva un un vecchio te che fa per soldi papa ha risposto- non colpa tua colpa del puttanone che esce puttana alcolizzato wua che frase
898	899	@MARY15043723 Culona sfondata	1	1	@mary15043723 culona
899	900	CULONA INCHIAVABILEMarco Travaglio.Troppo ridere, ma è da piangere. https://t.co/iffoZhSrdk	1	0	culona travaglio
900	901	@PiccolePesti3 buongiorno signora complimenti lei e bellissssssima e complimenti al suo gran bel culone da leccare e succhiare all infinito	1	1	signora lei complimenti culone infinito
901	902	@MrsBlonde @zonaerronea @sandrobah @28gradi Sandrone é così . Spara in alto con i parametri . poi va a scendere.Giovane , Tettona , fisicata ,che gliela daGiovane , fisicata, che gliela daFisicata, che gliela daBasta che gliela da	1	0	@sandrobah @sandrobah @28gradi sandrone alto i parametri tettona gliela dagiovane gliela gliela dabasta che
902	903	sei una cagna	1	1	una cagna
903	904	Ma se GDL che è un gran figa scopre di essere la piu cornuta d’Italia noi comuni mortali che cazzo dobbiamo pensare?!?	1	0	gdl che un gran figa italia noi che che cazzo
904	905	ma puttanamadonna mi fa fare delle supersborrate questa gran puttanona, la adoro!!!! https://t.co/Dcy3i701jL	1	1	puttanamadonna mi supersborrate questa gran puttanona la https://t.co/dcy3i701jl
905	906	@LombardiMaryann Te lo infilo per bene nellapassera e ti faccio gridare come una troia	1	1	te lo bene nellapassera ti una troia
906	907	@LeiLuiCp13 Sei proprio una prof - pompinara- da sborra	1	1	@leiluicp13 una prof sborra
907	908	Ho appena visto Baye che asfalta la figa di legno là....Cioè lui mio nuovo idolo...Lo amo...Ha vinto...Ciao...#GF15 https://t.co/8L4nG3oCrz	1	1	baye che la figa legno lui idolo lo https://t.co/8l4ng3ocrz
908	909	NO BRA - Personalmente???! Bisognerà inoltre tenerne conto, di così peraltro poca cosa, tanto più se con la culona si dovranno fare un sacco di porcellonate future. https://t.co/Ym3hBnWywv	1	1	no bra conto poca cosa la culona si un sacco
909	910	@margotebasta E poi uso solo il lucidalabbra, che il rossetto mi fa un po' puttanone ????	1	1	uso il lucidalabbra il rossetto mi un po' puttanone
910	911	@cpsicilia2014 Se vieni a Taranto ti sborro  da per tutto ti faccio sazziare di casso perché sei bellissima e bonazzaaaaaa baci baci dove vuoi tu	1	1	taranto ti tutto ti casso baci baci tu
911	912	Comunque è ufficiale, al #SalonedelMobileMilano  la figa di legno è elemento di design e pertanto va contemplata. Va da sé che risulti scomoda e molto cara. Se volete qualcosa di più domestico andate all'Ikea, li pare vi siano gatte morte nei pomeriggi feriali.	1	1	# la figa legno elemento design sé che qualcosa ikea li gatte pomeriggi
912	913	@slavemanbsx Brutto per brutto ti inculo io con forza, vengo a vivere da te così giorno e notte ti inculo per bene e sarebbero delle splendide giornate...a te piace prenderlo a me piace infilarlo, che giornate bellissime che potremmo trascorrere insieme!!	1	1	@slavemanbsx brutto brutto ti io forza te giorno notte ti bene giornate te me che giornate che
913	914	@SimonettaZanni @dvd_vr46 @Fan_TheDoctor46 @Valentino46_RTG AHAHAHA MA NEANCHE MI RICONOSCI? SONO LA TUA AMICA MARINA LA CULONA OBESA?	1	1	@dvd_vr46 @fan_thedoctor46 @simonettazanni @dvd_vr46 @fan_thedoctor46 @valentino46_rtg ahahaha ma neanche mi riconosci la amica marina la la culona obesa
914	915	RT @Sapiente_mente: Comunque è ufficiale, al #SalonedelMobileMilano  la figa di legno è elemento di design e pertanto va contemplata. Va…	1	1	rt @sapiente_mente # la figa legno elemento design
915	916	@federica_viga Ma chi è il puttanone che è entrato nella casa del #GF15	1	1	@federica_viga chi il puttanone che casa # gf15
916	917	@luinonsospetta Prima ti leccherei quella bella figa e dopo ti scoperei per ore	1	1	ti quella quella bella figa ti ore
917	918	figa di legno #designweek	1	0	figa legno # designweek
918	919	@MatteoFriendzy @LeonardoCaciopp @umanesimo @OttobreInfo @Partisangirl È un bel puttanone dai	1	0	@umanesimo @partisangirl un bel puttanone
919	920	Volevo salutare quel puttanone infame della mia ASMR artist preferita che non fa uscire un nuovo video da quasi 2 mesi mentre qua c’è gente che ha bisogno di rilassarsi e dormire. Baldracca maledetta ti prego torna da me.	1	0	quel puttanone asmr artist un nuovo video mesi c’ gente che bisogno baldracca ti me
920	921	Oh, intanto dell'incontro tra la culona e Macròn emerge l'esigenza di modificare i trattati ed introdurre un nuovo fondo europeo. Tranquilli, il momento è tragico, ma nulla di serio.	1	1	incontro la culona macròn l'esigenza i trattati un nuovo fondo tranquilli il momento nulla
921	922	@NicolaMorra63 Son contento, ma quando sgomitiamo la banda della culona tedesca che si fotte 300 miliardi di surplus commerciale all'anno???	1	1	son la banda culona che si miliardi surplus anno
922	923	Altre #novità al #SaloneDelMobile altre alla figa di legno?	1	0	# novità # salonedelmobile figa legno
923	924	"Marco Travaglio. La vera storia di Berlusconi e della Culona Inchiavabi... https://t.co/WKhSSIKga8 via @YouTube"""	1	1	marco travaglio la vera storia berlusconi culona inchiavabi via @youtube
924	925	ho il culo grande ma non così grande da aver un bel culo enorme, insomma sono ingrassata tantissimo ma non abbastanza da fare il giro e ridiventare figa	1	0	il culo un bel culo il giro figa
925	926	@SirDistruggere Quindi la tipa del negozio è il puttanone dei primi capitoli? ?	1	1	la tipa negozio il puttanone capitoli
926	927	In questa casa amiamo una sola troia e questa troia è jimin	1	1	questa casa una sola troia questa troia jimin
927	928	complimenti 6 proprio una super figa da scopare se ti va https://t.co/uQGZAFAqX1	1	1	complimenti una super figa ti https://t.co/uqgzafaqx1
928	929	@siennagdrs questo perché tutti hanno capito che sei una cagna STO MALEEEWWBAJAJSJJAHSHAHAHAHHAHAAH	1	1	@siennagdrs questo tutti una cagna sto maleeewwbajajsjjahshahahahhahaah
929	930	@vittoriozucconi @udogumpel @luigidimaio Quindi secondo voi servi il fatto che loro sono il primo partito come il partito della culona inchiavabile non conta nulla???????	1	1	@udogumpel voi servi il fatto loro il primo partito il partito culona nulla
930	931	Forse dovrei diventare una figa di legno qui.	1	0	una figa legno
931	932	Mia moglie donna matura con un bel culone https://t.co/nf5qwQZvPc	1	0	moglie donna un bel culone https://t.co/nf5qwqzvpc
932	933	#MATRIMONIOAPRIMAVISTA donna schiava cucina. Buone basi ??	1	1	matrimonioaprimavista #matrimonioaprimavista donna cucina basi
933	934	@mirrrorss @sofiaobsession MA CHE PUTTANA CVE SEI IO TI FACCIO MALE CHE CAZZO UCCIDITI	1	1	@sofiaobsession ma che puttana cve sei ti faccio male che cazzo ucciditi
934	935	@mariangela681 Pompinara per eccellenza la stella di tw	1	1	@mariangela681 pompinara eccellenza la stella tw
935	936	@1111scihl Vieni che ti sborro tutta	1	1	@1111scihl che ti
936	937	È ufficialmente arrivata la bella stagione. Al battuage è pieno di gente che è uscita a fare il puttanone. (Semi cit.)	1	1	la bella stagione battuage gente che il puttanone semi cit
937	938	@Dankan2017 @mariangela681 Che faccia da troia. .. darei 5 anni della mia vita per trascorrere un week end lussurioso con te. ..	1	1	@mariangela681 che troia anni vita un week end te
938	939	@LivOfTheValley Che pezzo di figa ???	1	0	che pezzo figa
939	940	Ma quale psicopatico? razza di maleducata tettona — sto morendo https://t.co/wUj5JJ37az	1	1	quale psicopatico razza tettona https://t.co/wuj5jj37az
940	941	@jiminchio io ti inculo.	1	1	io ti
941	942	Gladys la culona iajsjajajajajssjsjsjsj	1	0	gladys la culona iajsjajajajajssjsjsjsj
942	943	@Giuliettaxxx84 per ora solo censurata ! se ti comporterai come la troia che sei potrei esibirti per bene davanti a tutti!https://t.co/FcmtF1dBob	1	1	ti la troia che tutti!https://t.co fcmtf1dbob
943	944	@Giuliettaxxx84 Sei una grandissima troia succhia cazzi é vero	1	1	@giuliettaxxx84 una grandissima troia cazzi
944	945	@VecinaBellax ... Te AMOOOOO CULONA BELLISIMAAAA ... KISSES ...	1	1	@vecinabellax te amooooo culona bellisimaaaa kisses
945	946	@EABBWCollection @ManyVids Piacerebbe anche a me essere curato da questa bellissima infermiera tettona!	1	1	@manyvids me questa bellissima infermiera
946	947	@duzzo1979 mmmmm bella tettona  tutta da leccare e sborrare	1	1	@duzzo1979 mmmmm tettona tutta
947	948	@Giuliettaxxx84 Ormai tutti ti conoscono per quello che sei! Una troia succhiacazzi!https://t.co/3mC564OTEK	1	1	tutti ti quello che una troia
948	949	@LustfulOppai Ti sborro in bocca	1	1	ti bocca
949	950	@serracchiani @AntonellaGrim Te comunque era meglio se rimanevi a casa a fare le calze.....	1	1	te casa le calze
950	951	@MaxForlini @Adnkronos Niente ha ragione lei. Avrei dovuto scrivere quello che faceva cucu alla Merkel e la chiamava culona. Oppure quello che faceva le corna nella foto di gruppo al parlamento europeo. O anche quello che raccontava barzellette spinte sui	1	1	@adnkronos niente ragione lei quello che cucu merkel la culona quello che le corna foto gruppo parlamento quello che barzellette
951	952	@mariangela681 Bravissima pompinara	1	1	@mariangela681 bravissima @mariangela681 bravissima pompinara
952	953	@nicoyatta Meravigliosa, e adesso anche un po' culona	1	1	meravigliosa culona
953	954	@PaoloFM Ma che culona ha un corpo di una ventenne!!	1	0	che culona un corpo una ventenne
954	955	@LCalcia @ladyrosmarino Eh la culona deve mettere apppposto #deuscheshit e Merdon le aziende francesi alla canna del gasMa il problema siamo noi	1	0	@ladyrosmarino la culona apppposto # deuscheshit merdon le aziende canna gasma il problema noi
955	956	@Maria01019667 C'è sotto qualcosa e nn di buono,adesso o mai più,mi preoccupa ciò ke vogliono fare micron e culona	1	0	c' qualcosa buono mi ciò ke micron culona
956	957	@PaoloFM @nicoyatta Culona? Ma stai scherzando vero ?	1	0	culona
957	958	Che voglia di gita in pullman con la classe sui sedili dietro e i cori e i canti e aspettare le gallerie per correre a palpare la tettona e invece era Ciccio e le risate e i limonini pure quelli con Ciccio e mi manda ancora gli auguri di natale e compleanno Ciccio, chissà perché.	1	1	che voglia gita pullman la classe sedili i cori i canti le gallerie la tettona ciccio le risate i limonini quelli ciccio mi gli auguri natale compleanno ciccio
958	959	Ragà ma ci pensate quanto possano far cambiare la percezione che si ha di una persona i capelli?Tipo Sammy che è passato da ragazzo della porta accanto a puttanone da combattimento?RAGÀ NON SI SCHERZA CON IL POTERE DEI CAPELLI cioè CAN YOU BELIEVE CHE SONO LA STESSA PERSONA???? https://t.co/DsP55xL27H	1	1	ragà ci quanto la percezione che si una persona i capelli?tipo sammy che ragazzo porta puttanone combattimento?ragà non si scherza il potere dei capelli can you believe che la stessa persona https://t.co/dsp55xl27h
959	960	@fabioski8 @nicoyatta io Pensavo ti riferissi al puttanone.	1	1	io ti puttanone
960	961	La tettona del corso che viene a fare così scollata se la professoressa è sposata con due figli? Forse ha saputo da qualcuno che è un marito di copertura, chissà...	1	1	la tettona corso che la professoressa figli qualcuno che un marito copertura
961	962	@vitoofwall82 @Jack_Fly01 (oltretutto è pure nipote di nota culona inchiavabbile ma cancelliera!)	1	1	nipote culona cancelliera
962	963	@clubdelletroie hummmm ti piacerebbe farti inculare come lei... puttanella di una cagna....????	1	1	hummmm ti lei puttanella una cagna
963	964	@Ciugliah FIDATI CHE LA MAMMA PUTTANA LI AVREBBE PRESI A SCHIAFFI SE AVESSE SAPUTO COME TRATTANO I GATTI	1	1	fidati che la la mamma li avrebbe presi schiaffi se avesse saputo trattano i gatti
964	965	@_ferdy88_ il ragazzo di colore sta simpatico invece patri e na racconandata pompinara	1	1	@_ferdy88 il ragazzo colore patri na na racconandata pompinara
